exercise_id,canonical_key,name_de,name_en,aliases_de,aliases_en,search_terms,family_id,family_de,category_id,category_de,pattern_id,pattern_de,force_id,force_de,mechanic_id,mechanic_de,is_compound,compound_class_de,primary_muscle_id,primary_muscle_de,primary_muscle_size_1_5,primary_muscle_size_class,secondary_muscle_ids,secondary_muscles_de,secondary_muscle_count,body_region,required_equipment_ids,required_equipment_de,equipment_count,primary_equipment_id,primary_equipment_de,dynamic_joints_count,involved_muscle_mass_1_5,whole_body_demand_1_5,loadability_1_5,scalability_1_5,stability_demand_1_5,skill_demand_1_5,fatigue_cost_1_5,commonness_1_5,difficulty_1_5,difficulty_de,compound_score,priority_score,program_priority,unilateral,bodyweight,closed_chain,requires_coaching,variant_level_1_3,variant_level_de,training_goals,plan_eligible,recommended_default_display,notes,source_method,license_note,review_status,slug_de
EX000416,pogo-jumps-einbeinig__body-floor,Pogo Jumps einbeinig,Single-Leg Pogo Jumps,,,Pogo Jumps einbeinig | Single-Leg Pogo Jumps | Sprünge und Würfe | Wadenmuskulatur | Quadrizeps | Gesässmuskulatur | Schienbeinmuskel | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,CALVES,Wadenmuskulatur,3,mittel,QUADS | GLUTES | TIBIALIS,Quadrizeps | Gesässmuskulatur | Schienbeinmuskel,3,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,3,4,1,4,5,4,4,3,4,Fortgeschritten,82,61,Assistenz Kondition/Schnellkraft,True,True,True,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,pogo-jumps-einbeinig
EX000417,rotations-slam-mit-medizinball__slam-ball,Rotations-Slam mit Medizinball,Rotational Medicine-Ball Slam,,,Rotations-Slam mit Medizinball | Rotational Medicine-Ball Slam | Sprünge und Würfe | Seitliche Bauchmuskulatur | Latissimus | Gerade Bauchmuskulatur | Gesässmuskulatur | Trizeps | Slam Ball,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,throw,Werfen/Schlagen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,OBLIQUES,Seitliche Bauchmuskulatur,3,mittel,LATS | ABS | GLUTES | TRICEPS,Latissimus | Gerade Bauchmuskulatur | Gesässmuskulatur | Trizeps,4,Rumpf,SLAM_BALL,Slam Ball,1,SLAM_BALL,Slam Ball,4,5,4,3,5,5,4,4,4,4,Fortgeschritten,94,83,Hauptübung Kondition/Schnellkraft,True,False,False,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,rotations-slam-mit-medizinball
EX000418,rotationswurf-mit-medizinball-gegen-die-wand__med-ball-wall,Rotationswurf mit Medizinball gegen die Wand,Rotational Medicine-Ball Wall Throw,,,Rotationswurf mit Medizinball gegen die Wand | Rotational Medicine-Ball Wall Throw | Sprünge und Würfe | Seitliche Bauchmuskulatur | Gesässmuskulatur | Gerade Bauchmuskulatur | Brustmuskulatur | Vordere Schulter | Medizinball | Wand,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,throw,Werfen/Schlagen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,OBLIQUES,Seitliche Bauchmuskulatur,3,mittel,GLUTES | ABS | CHEST | FRONT_DELTS,Gesässmuskulatur | Gerade Bauchmuskulatur | Brustmuskulatur | Vordere Schulter,4,Rumpf,MED_BALL | WALL,Medizinball | Wand,2,MED_BALL,Medizinball,4,5,4,2,5,5,4,4,5,4,Fortgeschritten,94,82,Hauptübung Kondition/Schnellkraft,True,False,False,False,1,Kernübung,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,rotationswurf-mit-medizinball-gegen-die-wand
EX000419,seitliche-bounds__body-floor,Seitliche Bounds,Lateral Bounds,,,Seitliche Bounds | Lateral Bounds | Sprünge und Würfe | Gesässmuskulatur | Quadrizeps | Hüftabduktoren | Adduktoren | Wadenmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,GLUTES,Gesässmuskulatur,5,sehr gross,QUADS | ABDUCTORS | ADDUCTORS | CALVES,Quadrizeps | Hüftabduktoren | Adduktoren | Wadenmuskulatur,4,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,4,4,1,4,5,4,4,4,4,Fortgeschritten,88,68,Assistenz Kondition/Schnellkraft,True,True,True,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,seitliche-bounds
EX000420,seitliche-pogo-jumps__body-floor,Seitliche Pogo Jumps,Lateral Pogo Jumps,,,Seitliche Pogo Jumps | Lateral Pogo Jumps | Sprünge und Würfe | Wadenmuskulatur | Quadrizeps | Gesässmuskulatur | Hüftabduktoren | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,CALVES,Wadenmuskulatur,3,mittel,QUADS | GLUTES | ABDUCTORS,Quadrizeps | Gesässmuskulatur | Hüftabduktoren,3,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,3,4,1,4,5,4,4,3,4,Fortgeschritten,82,61,Assistenz Kondition/Schnellkraft,False,True,True,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,seitliche-pogo-jumps
EX000421,seitlicher-box-jump__body-box,Seitlicher Box Jump,Lateral Box Jump,,,Seitlicher Box Jump | Lateral Box Jump | Sprünge und Würfe | Quadrizeps | Gesässmuskulatur | Hüftabduktoren | Adduktoren | Wadenmuskulatur | Körpergewicht | Plyo-Box,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ABDUCTORS | ADDUCTORS | CALVES,Gesässmuskulatur | Hüftabduktoren | Adduktoren | Wadenmuskulatur,4,Unterkörper,BODY | BOX,Körpergewicht | Plyo-Box,2,BOX,Plyo-Box,4,4,4,1,4,5,4,4,3,4,Fortgeschritten,88,64,Assistenz Kondition/Schnellkraft,True,True,True,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,seitlicher-box-jump
EX000422,shot-put-wurf-mit-medizinball__med-ball-wall,Shot-Put-Wurf mit Medizinball,Medicine-Ball Shot-Put Throw,,,Shot-Put-Wurf mit Medizinball | Medicine-Ball Shot-Put Throw | Sprünge und Würfe | Brustmuskulatur | Trizeps | Vordere Schulter | Seitliche Bauchmuskulatur | Gesässmuskulatur | Medizinball | Wand,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,throw,Werfen/Schlagen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,CHEST,Brustmuskulatur,4,gross,TRICEPS | FRONT_DELTS | OBLIQUES | GLUTES,Trizeps | Vordere Schulter | Seitliche Bauchmuskulatur | Gesässmuskulatur,4,Oberkörper,MED_BALL | WALL,Medizinball | Wand,2,MED_BALL,Medizinball,4,5,4,2,5,5,4,4,3,4,Fortgeschritten,94,75,Hauptübung Kondition/Schnellkraft,True,False,False,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,shot-put-wurf-mit-medizinball
EX000423,skater-jump__body-floor,Skater Jump,Skater Jump,,,Skater Jump | Skater Jump | Sprünge und Würfe | Gesässmuskulatur | Quadrizeps | Hüftabduktoren | Adduktoren | Wadenmuskulatur | Seitliche Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,GLUTES,Gesässmuskulatur,5,sehr gross,QUADS | ABDUCTORS | ADDUCTORS | CALVES | OBLIQUES,Quadrizeps | Hüftabduktoren | Adduktoren | Wadenmuskulatur | Seitliche Bauchmuskulatur,5,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,4,4,1,5,5,3,4,5,3,Mittel,88,77,Hauptübung Kondition/Schnellkraft,True,True,True,False,1,Kernübung,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,skater-jump
EX000424,skater-jump-mit-landepause__body-floor,Skater Jump mit Landepause,Paused Skater Jump,,,Skater Jump mit Landepause | Paused Skater Jump | Sprünge und Würfe | Gesässmuskulatur | Quadrizeps | Hüftabduktoren | Adduktoren | Wadenmuskulatur | Seitliche Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,GLUTES,Gesässmuskulatur,5,sehr gross,QUADS | ABDUCTORS | ADDUCTORS | CALVES | OBLIQUES,Quadrizeps | Hüftabduktoren | Adduktoren | Wadenmuskulatur | Seitliche Bauchmuskulatur,5,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,4,4,1,5,5,4,4,4,4,Fortgeschritten,88,71,Assistenz Kondition/Schnellkraft,True,True,True,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,skater-jump-mit-landepause
EX000425,split-squat-jump__body-floor,Split Squat Jump,Split Squat Jump,,,Split Squat Jump | Split Squat Jump | Sprünge und Würfe | Quadrizeps | Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | HAMSTRINGS | CALVES,Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Wadenmuskulatur,3,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,4,4,1,5,5,3,4,4,3,Mittel,88,74,Assistenz Kondition/Schnellkraft,True,True,True,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,split-squat-jump
EX000426,sprungausfallschritt__body-floor,Sprungausfallschritt,Jumping Lunge,,,Sprungausfallschritt | Jumping Lunge | Sprünge und Würfe | Quadrizeps | Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,4,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,4,4,1,5,5,3,4,5,3,Mittel,88,77,Hauptübung Kondition/Schnellkraft,True,True,True,False,1,Kernübung,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,sprungausfallschritt
EX000427,squat-jump__body-floor,Squat Jump,Squat Jump,,,Squat Jump | Squat Jump | Sprünge und Würfe | Quadrizeps | Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,4,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,4,4,1,5,3,2,4,5,2,Leicht,88,77,Hauptübung Kondition/Schnellkraft,False,True,True,False,1,Kernübung,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,squat-jump
EX000428,squat-jump-mit-pause-unten__body-floor,Squat Jump mit Pause unten,Paused Squat Jump,,,Squat Jump mit Pause unten | Paused Squat Jump | Sprünge und Würfe | Quadrizeps | Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,4,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,4,4,1,5,3,3,4,4,3,Mittel,88,74,Assistenz Kondition/Schnellkraft,False,True,True,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,squat-jump-mit-pause-unten
EX000429,star-jump__body-floor,Star Jump,Star Jump,,,Star Jump | Star Jump | Sprünge und Würfe | Ganzkörper | Quadrizeps | Gesässmuskulatur | Wadenmuskulatur | Seitliche Schulter | Gerade Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,FULL_BODY,Ganzkörper,5,sehr gross,QUADS | GLUTES | CALVES | SIDE_DELTS | ABS,Quadrizeps | Gesässmuskulatur | Wadenmuskulatur | Seitliche Schulter | Gerade Bauchmuskulatur,5,Ganzkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,5,5,1,5,4,2,4,4,2,Leicht,96,77,Hauptübung Kondition/Schnellkraft,False,True,True,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,star-jump
EX000430,tuck-jump__body-floor,Tuck Jump,Tuck Jump,,,Tuck Jump | Tuck Jump | Sprünge und Würfe | Quadrizeps | Gesässmuskulatur | Hüftbeuger | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | HIP_FLEXORS | CALVES | ABS,Gesässmuskulatur | Hüftbeuger | Wadenmuskulatur | Gerade Bauchmuskulatur,4,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,4,4,1,4,4,4,4,4,4,Fortgeschritten,88,68,Assistenz Kondition/Schnellkraft,False,True,True,False,2,Gängige Variante,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tuck-jump
EX000431,weitsprung-aus-dem-stand__body-floor,Weitsprung aus dem Stand,Standing Broad Jump,,,Weitsprung aus dem Stand | Standing Broad Jump | Sprünge und Würfe | Gesässmuskulatur | Quadrizeps | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_PLYOMETRIC,Sprünge und Würfe,plyometric,Plyometrie,jump,Springen,push,Drücken,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,GLUTES,Gesässmuskulatur,5,sehr gross,QUADS | HAMSTRINGS | CALVES | ABS,Quadrizeps | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,4,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,4,4,4,1,5,4,3,4,5,3,Mittel,88,77,Hauptübung Kondition/Schnellkraft,False,True,True,False,1,Kernübung,Schnellkraft | Athletik | Koordination,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,weitsprung-aus-dem-stand
EX000432,explosiver-liegestutz__body-floor,Explosiver Liegestütz,Explosive Push-Up,,,Explosiver Liegestütz | Explosive Push-Up | Liegestütz | Brustmuskulatur | Trizeps | Vordere Schulter | Gerade Bauchmuskulatur | Sägemuskel | Körpergewicht | Freie Bodenfläche,FAM_PUSHUP,Liegestütz,plyometric,Plyometrie,horizontal_push,Horizontal drücken,push,Drücken,multi_joint,Mehrgelenkig,True,Hohe Mehrgelenkigkeit,CHEST,Brustmuskulatur,4,gross,TRICEPS | FRONT_DELTS | ABS | SERRATUS,Trizeps | Vordere Schulter | Gerade Bauchmuskulatur | Sägemuskel,4,Oberkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,2,4,4,1,5,4,4,4,4,4,Fortgeschritten,74,64,Assistenz Kondition/Schnellkraft,False,True,True,False,2,Gängige Variante,Schnellkraft | Athletik,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,explosiver-liegestutz
EX000433,klatsch-liegestutz__body-floor,Klatsch-Liegestütz,Clap Push-Up,,,Klatsch-Liegestütz | Clap Push-Up | Liegestütz | Brustmuskulatur | Trizeps | Vordere Schulter | Gerade Bauchmuskulatur | Sägemuskel | Körpergewicht | Freie Bodenfläche,FAM_PUSHUP,Liegestütz,plyometric,Plyometrie,horizontal_push,Horizontal drücken,push,Drücken,multi_joint,Mehrgelenkig,True,Hohe Mehrgelenkigkeit,CHEST,Brustmuskulatur,4,gross,TRICEPS | FRONT_DELTS | ABS | SERRATUS,Trizeps | Vordere Schulter | Gerade Bauchmuskulatur | Sägemuskel,4,Oberkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,2,4,4,1,5,4,4,4,4,4,Fortgeschritten,74,64,Assistenz Kondition/Schnellkraft,False,True,True,False,2,Gängige Variante,Schnellkraft | Athletik,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,klatsch-liegestutz
EX000434,wechselnder-medizinball-liegestutz__body-floor-med-ball,Wechselnder Medizinball-Liegestütz,Alternating Medicine Ball Push-Up,,,Wechselnder Medizinball-Liegestütz | Alternating Medicine Ball Push-Up | Liegestütz | Brustmuskulatur | Trizeps | Vordere Schulter | Gerade Bauchmuskulatur | Sägemuskel | Körpergewicht | Freie Bodenfläche | Medizinball,FAM_PUSHUP,Liegestütz,plyometric,Plyometrie,horizontal_push,Horizontal drücken,push,Drücken,multi_joint,Mehrgelenkig,True,Hohe Mehrgelenkigkeit,CHEST,Brustmuskulatur,4,gross,TRICEPS | FRONT_DELTS | ABS | SERRATUS,Trizeps | Vordere Schulter | Gerade Bauchmuskulatur | Sägemuskel,4,Oberkörper,BODY | FLOOR | MED_BALL,Körpergewicht | Freie Bodenfläche | Medizinball,3,MED_BALL,Medizinball,2,4,4,2,5,5,5,5,2,5,Experte,74,57,Assistenz Kondition/Schnellkraft,True,True,True,True,3,Spezialvariante,Schnellkraft | Athletik,True,False,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,wechselnder-medizinball-liegestutz
EX000435,alternierender-kettlebell-swing__kettlebell,Alternierender Kettlebell Swing,Alternating Kettlebell Swing,,,Alternierender Kettlebell Swing | Alternating Kettlebell Swing | Kettlebell-Ballistik und Komplexe | Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Rückenstrecker | Seitliche Bauchmuskulatur | Latissimus | Unterarmmuskulatur | Kettlebell(s),FAM_KETTLEBELL_POWER,Kettlebell-Ballistik und Komplexe,power,Schnellkraft/Olympisches Heben,hinge,Hüftbeuge (Hinge),mixed,Gemischt,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,GLUTES,Gesässmuskulatur,5,sehr gross,HAMSTRINGS | ERECTORS | OBLIQUES | LATS | FOREARMS,Hintere Oberschenkelmuskulatur | Rückenstrecker | Seitliche Bauchmuskulatur | Latissimus | Unterarmmuskulatur,5,Unterkörper,KETTLEBELL,Kettlebell(s),1,KETTLEBELL,Kettlebell(s),4,4,5,4,5,4,4,4,4,4,Fortgeschritten,90,86,A – Grund-/Hauptübung,True,False,True,True,2,Gängige Variante,Schnellkraft | Kondition | Ganzkörperkraft,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,alternierender-kettlebell-swing
EX000436,american-kettlebell-swing__kettlebell,American Kettlebell Swing,American Kettlebell Swing,,,American Kettlebell Swing | American Kettlebell Swing | Kettlebell-Ballistik und Komplexe | Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Rückenstrecker | Trapezmuskel | Vordere Schulter | Gerade Bauchmuskulatur | Kettlebell(s),FAM_KETTLEBELL_POWER,Kettlebell-Ballistik und Komplexe,power,Schnellkraft/Olympisches Heben,hinge,Hüftbeuge (Hinge),mixed,Gemischt,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,GLUTES,Gesässmuskulatur,5,sehr gross,HAMSTRINGS | ERECTORS | TRAPS | FRONT_DELTS | ABS,Hintere Oberschenkelmuskulatur | Rückenstrecker | Trapezmuskel | Vordere Schulter | Gerade Bauchmuskulatur,5,Unterkörper,KETTLEBELL,Kettlebell(s),1,KETTLEBELL,Kettlebell(s),4,4,5,4,4,4,4,4,4,4,Fortgeschritten,90,84,A – Grund-/Hauptübung,False,False,True,True,2,Gängige Variante,Schnellkraft | Kondition | Ganzkörperkraft,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,american-kettlebell-swing
EX000437,doppel-kettlebell-clean__kettlebell,Doppel-Kettlebell Clean,Double Kettlebell Clean,,,Doppel-Kettlebell Clean | Double Kettlebell Clean | Kettlebell-Ballistik und Komplexe | Ganzkörper | Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Quadrizeps | Trapezmuskel | Bizeps | Unterarmmuskulatur | Gerade Bauchmuskulatur | Kettlebell(s),FAM_KETTLEBELL_POWER,Kettlebell-Ballistik und Komplexe,power,Schnellkraft/Olympisches Heben,olympic,Olympisches Heben,mixed,Gemischt,complex,Komplex/mehrphasig,True,Sehr hohe Mehrgelenkigkeit,FULL_BODY,Ganzkörper,5,sehr gross,GLUTES | HAMSTRINGS | QUADS | TRAPS | BICEPS | FOREARMS | ABS,Gesässmuskulatur | Hintere Oberschenkelmuskulatur | Quadrizeps | Trapezmuskel | Bizeps | Unterarmmuskulatur | Gerade Bauchmuskulatur,7,Ganzkörper,KETTLEBELL,Kettlebell(s),1,KETTLEBELL,Kettlebell(s),5,5,5,5,4,4,5,4,4,5,Experte,100,90,A – Grund-/Hauptübung,False,False,True,True,2,Gängige Variante,Schnellkraft | Kondition | Ganzkörperkraft,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,doppel-kettlebell-clean
