exercise_id,exercise_name_de,muscle_id,muscle_name_de,role,contribution_weight_1_5,role_order,muscle_size_1_5,region
EX000359,Foam Rolling seitlicher Oberschenkel,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000359,Foam Rolling seitlicher Oberschenkel,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000360,Foam Rolling Trizeps,TRICEPS,Trizeps,primary,5,1,3,Oberkörper
EX000360,Foam Rolling Trizeps,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000361,Foam Rolling Unterarme,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000361,Foam Rolling Unterarme,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000362,Foam Rolling Waden,CALVES,Wadenmuskulatur,primary,5,1,3,Unterkörper
EX000362,Foam Rolling Waden,TIBIALIS,Schienbeinmuskel,secondary,3,1,1,Unterkörper
EX000363,Cross-Body-Schulterstretch,REAR_DELTS,Hintere Schulter,primary,5,1,2,Oberkörper
EX000363,Cross-Body-Schulterstretch,TRAPS,Trapezmuskel,secondary,3,1,3,Oberkörper
EX000363,Cross-Body-Schulterstretch,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,2,1,Oberkörper
EX000364,Scapula-CARs,TRAPS,Trapezmuskel,primary,5,1,3,Oberkörper
EX000364,Scapula-CARs,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,1,2,Oberkörper
EX000364,Scapula-CARs,SERRATUS,Sägemuskel,secondary,3,2,2,Oberkörper
EX000364,Scapula-CARs,REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX000365,Schulter-CARs,ROTATOR_CUFF,Rotatorenmanschette,primary,5,1,1,Oberkörper
EX000365,Schulter-CARs,FRONT_DELTS,Vordere Schulter,secondary,3,1,2,Oberkörper
EX000365,Schulter-CARs,SIDE_DELTS,Seitliche Schulter,secondary,3,2,2,Oberkörper
EX000365,Schulter-CARs,REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX000365,Schulter-CARs,TRAPS,Trapezmuskel,secondary,2,4,3,Oberkörper
EX000366,Schulter-Pass-through mit Handtuch,CHEST,Brustmuskulatur,primary,5,1,4,Oberkörper
EX000366,Schulter-Pass-through mit Handtuch,FRONT_DELTS,Vordere Schulter,secondary,3,1,2,Oberkörper
EX000366,Schulter-Pass-through mit Handtuch,LATS,Latissimus,secondary,3,2,4,Oberkörper
EX000366,Schulter-Pass-through mit Handtuch,TRICEPS,Trizeps,secondary,3,3,3,Oberkörper
EX000367,Schulter-Pass-through mit Widerstandsband,CHEST,Brustmuskulatur,primary,5,1,4,Oberkörper
EX000367,Schulter-Pass-through mit Widerstandsband,FRONT_DELTS,Vordere Schulter,secondary,3,1,2,Oberkörper
EX000367,Schulter-Pass-through mit Widerstandsband,LATS,Latissimus,secondary,3,2,4,Oberkörper
EX000367,Schulter-Pass-through mit Widerstandsband,TRICEPS,Trizeps,secondary,3,3,3,Oberkörper
EX000368,Sleeper Stretch,ROTATOR_CUFF,Rotatorenmanschette,primary,5,1,1,Oberkörper
EX000368,Sleeper Stretch,REAR_DELTS,Hintere Schulter,secondary,3,1,2,Oberkörper
EX000369,Wall Angel,REAR_DELTS,Hintere Schulter,primary,5,1,2,Oberkörper
EX000369,Wall Angel,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,1,1,Oberkörper
EX000369,Wall Angel,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000369,Wall Angel,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,3,2,Oberkörper
EX000369,Wall Angel,CHEST,Brustmuskulatur,secondary,2,4,4,Oberkörper
EX000370,Cat-Cow,ERECTORS,Rückenstrecker,primary,5,1,4,Rumpf
EX000370,Cat-Cow,ABS,Gerade Bauchmuskulatur,secondary,3,1,3,Rumpf
EX000370,Cat-Cow,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,2,2,Rumpf
EX000371,Child's Pose,LATS,Latissimus,primary,5,1,4,Oberkörper
EX000371,Child's Pose,ERECTORS,Rückenstrecker,secondary,3,1,4,Rumpf
EX000371,Child's Pose,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000372,Child's Pose mit seitlichem Reach,LATS,Latissimus,primary,5,1,4,Oberkörper
EX000372,Child's Pose mit seitlichem Reach,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,1,3,Rumpf
EX000372,Child's Pose mit seitlichem Reach,ERECTORS,Rückenstrecker,secondary,3,2,4,Rumpf
EX000373,Segmentales Abrollen im Stand ohne Gewicht,ERECTORS,Rückenstrecker,primary,5,1,4,Rumpf
EX000373,Segmentales Abrollen im Stand ohne Gewicht,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,1,4,Unterkörper
EX000373,Segmentales Abrollen im Stand ohne Gewicht,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000374,Seitbeuge im Kniestand mit Arm über Kopf,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000374,Seitbeuge im Kniestand mit Arm über Kopf,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000374,Seitbeuge im Kniestand mit Arm über Kopf,HIP_FLEXORS,Hüftbeuger,secondary,3,2,2,Unterkörper
EX000375,Windmill ohne Gewicht,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000375,Windmill ohne Gewicht,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,1,4,Unterkörper
EX000375,Windmill ohne Gewicht,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000375,Windmill ohne Gewicht,TRAPS,Trapezmuskel,secondary,3,3,3,Oberkörper
EX000376,Brustwirbelsäulen-Extension über die Bank,ERECTORS,Rückenstrecker,primary,5,1,4,Rumpf
EX000376,Brustwirbelsäulen-Extension über die Bank,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000376,Brustwirbelsäulen-Extension über die Bank,CHEST,Brustmuskulatur,secondary,3,2,4,Oberkörper
EX000377,Brustwirbelsäulen-Extension über die Foam Roll,ERECTORS,Rückenstrecker,primary,5,1,4,Rumpf
EX000377,Brustwirbelsäulen-Extension über die Foam Roll,CHEST,Brustmuskulatur,secondary,3,1,4,Oberkörper
EX000377,Brustwirbelsäulen-Extension über die Foam Roll,LATS,Latissimus,secondary,3,2,4,Oberkörper
EX000378,Brustwirbelsäulen-Rotation im Vierfüsslerstand,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000378,Brustwirbelsäulen-Rotation im Vierfüsslerstand,ERECTORS,Rückenstrecker,secondary,3,1,4,Rumpf
EX000378,Brustwirbelsäulen-Rotation im Vierfüsslerstand,CHEST,Brustmuskulatur,secondary,3,2,4,Oberkörper
EX000378,Brustwirbelsäulen-Rotation im Vierfüsslerstand,REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX000379,Open Book Rotation,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000379,Open Book Rotation,CHEST,Brustmuskulatur,secondary,3,1,4,Oberkörper
EX000379,Open Book Rotation,ERECTORS,Rückenstrecker,secondary,3,2,4,Rumpf
EX000379,Open Book Rotation,REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX000380,Thread the Needle,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000380,Thread the Needle,CHEST,Brustmuskulatur,secondary,3,1,4,Oberkörper
EX000380,Thread the Needle,ERECTORS,Rückenstrecker,secondary,3,2,4,Rumpf
EX000380,Thread the Needle,REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX000381,Handgelenk-Rocks im Vierfüsslerstand,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000381,Handgelenk-Rocks im Vierfüsslerstand,FRONT_DELTS,Vordere Schulter,secondary,3,1,2,Oberkörper
EX000382,Handgelenk-Rocks mit Fingern zu den Knien,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000382,Handgelenk-Rocks mit Fingern zu den Knien,FRONT_DELTS,Vordere Schulter,secondary,3,1,2,Oberkörper
EX000383,Unterarmbeuger-Stretch,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000384,Unterarmstrecker-Stretch,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000385,Pogo Jumps,CALVES,Wadenmuskulatur,primary,5,1,3,Unterkörper
EX000385,Pogo Jumps,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000385,Pogo Jumps,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000386,Ankle Hops vorwärts,CALVES,Wadenmuskulatur,primary,5,1,3,Unterkörper
EX000386,Ankle Hops vorwärts,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000386,Ankle Hops vorwärts,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000386,Ankle Hops vorwärts,TIBIALIS,Schienbeinmuskel,secondary,3,3,1,Unterkörper
EX000387,Box Jump,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000387,Box Jump,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000387,Box Jump,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000387,Box Jump,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000387,Box Jump,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000388,Box Jump aus dem Sitzen,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000388,Box Jump aus dem Sitzen,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000388,Box Jump aus dem Sitzen,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000388,Box Jump aus dem Sitzen,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000389,Box Jump mit Gegenbewegung,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000389,Box Jump mit Gegenbewegung,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000389,Box Jump mit Gegenbewegung,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000389,Box Jump mit Gegenbewegung,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000390,Box Jump Over,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000390,Box Jump Over,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000390,Box Jump Over,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000390,Box Jump Over,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000390,Box Jump Over,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000391,Box-Jump-Burpee,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000391,Box-Jump-Burpee,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000391,Box-Jump-Burpee,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000391,Box-Jump-Burpee,CHEST,Brustmuskulatur,secondary,3,3,4,Oberkörper
EX000391,Box-Jump-Burpee,TRICEPS,Trizeps,secondary,2,4,3,Oberkörper
EX000391,Box-Jump-Burpee,ABS,Gerade Bauchmuskulatur,secondary,2,5,3,Rumpf
EX000391,Box-Jump-Burpee,CALVES,Wadenmuskulatur,secondary,2,6,3,Unterkörper
EX000392,Bulgarian Split Squat Jump,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000392,Bulgarian Split Squat Jump,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000392,Bulgarian Split Squat Jump,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000392,Bulgarian Split Squat Jump,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000393,Burpee,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000393,Burpee,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000393,Burpee,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000393,Burpee,CHEST,Brustmuskulatur,secondary,3,3,4,Oberkörper
EX000393,Burpee,TRICEPS,Trizeps,secondary,2,4,3,Oberkörper
EX000393,Burpee,ABS,Gerade Bauchmuskulatur,secondary,2,5,3,Rumpf
EX000393,Burpee,CALVES,Wadenmuskulatur,secondary,2,6,3,Unterkörper
EX000394,Burpee mit Liegestütz,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000394,Burpee mit Liegestütz,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000394,Burpee mit Liegestütz,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000394,Burpee mit Liegestütz,CHEST,Brustmuskulatur,secondary,3,3,4,Oberkörper
EX000394,Burpee mit Liegestütz,TRICEPS,Trizeps,secondary,2,4,3,Oberkörper
EX000394,Burpee mit Liegestütz,ABS,Gerade Bauchmuskulatur,secondary,2,5,3,Rumpf
EX000395,Burpee über eine Hantel,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000395,Burpee über eine Hantel,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000395,Burpee über eine Hantel,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000395,Burpee über eine Hantel,CHEST,Brustmuskulatur,secondary,3,3,4,Oberkörper
EX000395,Burpee über eine Hantel,TRICEPS,Trizeps,secondary,2,4,3,Oberkörper
EX000395,Burpee über eine Hantel,ABS,Gerade Bauchmuskulatur,secondary,2,5,3,Rumpf
EX000396,Burpee über eine Linie,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000396,Burpee über eine Linie,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000396,Burpee über eine Linie,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000396,Burpee über eine Linie,CHEST,Brustmuskulatur,secondary,3,3,4,Oberkörper
EX000396,Burpee über eine Linie,TRICEPS,Trizeps,secondary,2,4,3,Oberkörper
EX000396,Burpee über eine Linie,ABS,Gerade Bauchmuskulatur,secondary,2,5,3,Rumpf
EX000397,Depth Drop,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000397,Depth Drop,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000397,Depth Drop,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000397,Depth Drop,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000398,Depth Jump,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000398,Depth Jump,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000398,Depth Jump,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000398,Depth Jump,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000399,Depth Jump zum Box Jump,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000399,Depth Jump zum Box Jump,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000399,Depth Jump zum Box Jump,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000399,Depth Jump zum Box Jump,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000400,Drop Push-up,CHEST,Brustmuskulatur,primary,5,1,4,Oberkörper
EX000400,Drop Push-up,TRICEPS,Trizeps,secondary,3,1,3,Oberkörper
EX000400,Drop Push-up,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000400,Drop Push-up,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000400,Drop Push-up,SERRATUS,Sägemuskel,secondary,2,4,2,Oberkörper
EX000401,Einbeinige Mehrfachsprünge,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000401,Einbeinige Mehrfachsprünge,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000401,Einbeinige Mehrfachsprünge,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000401,Einbeinige Mehrfachsprünge,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000401,Einbeinige Mehrfachsprünge,ABDUCTORS,Hüftabduktoren,secondary,2,4,3,Unterkörper
EX000402,Einbeiniger Box Jump,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000402,Einbeiniger Box Jump,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000402,Einbeiniger Box Jump,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000402,Einbeiniger Box Jump,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000402,Einbeiniger Box Jump,ABDUCTORS,Hüftabduktoren,secondary,2,4,3,Unterkörper
EX000403,Einbeiniger Sprung seitwärts,GLUTES,Gesässmuskulatur,primary,5,1,5,Unterkörper
EX000403,Einbeiniger Sprung seitwärts,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000403,Einbeiniger Sprung seitwärts,ABDUCTORS,Hüftabduktoren,secondary,3,2,3,Unterkörper
EX000403,Einbeiniger Sprung seitwärts,ADDUCTORS,Adduktoren,secondary,3,3,4,Unterkörper
EX000403,Einbeiniger Sprung seitwärts,CALVES,Wadenmuskulatur,secondary,2,4,3,Unterkörper
EX000404,Einbeiniger Sprung vorwärts,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000404,Einbeiniger Sprung vorwärts,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000404,Einbeiniger Sprung vorwärts,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000404,Einbeiniger Sprung vorwärts,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000404,Einbeiniger Sprung vorwärts,ABDUCTORS,Hüftabduktoren,secondary,2,4,3,Unterkörper
EX000405,Explosiver Medizinball-Pass gegen die Wand,CHEST,Brustmuskulatur,primary,5,1,4,Oberkörper
EX000405,Explosiver Medizinball-Pass gegen die Wand,TRICEPS,Trizeps,secondary,3,1,3,Oberkörper
EX000405,Explosiver Medizinball-Pass gegen die Wand,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000405,Explosiver Medizinball-Pass gegen die Wand,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000406,Hocksprung mit Knie zur Brust,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000406,Hocksprung mit Knie zur Brust,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000406,Hocksprung mit Knie zur Brust,HIP_FLEXORS,Hüftbeuger,secondary,3,2,2,Unterkörper
EX000406,Hocksprung mit Knie zur Brust,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000406,Hocksprung mit Knie zur Brust,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000407,Hürdensprung beidbeinig,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000407,Hürdensprung beidbeinig,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000407,Hürdensprung beidbeinig,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000407,Hürdensprung beidbeinig,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000408,Klatsch-Liegestütz hinter dem Rücken,CHEST,Brustmuskulatur,primary,5,1,4,Oberkörper
EX000408,Klatsch-Liegestütz hinter dem Rücken,TRICEPS,Trizeps,secondary,3,1,3,Oberkörper
EX000408,Klatsch-Liegestütz hinter dem Rücken,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000408,Klatsch-Liegestütz hinter dem Rücken,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000409,Medizinball-Pass aus Rückenlage,CHEST,Brustmuskulatur,primary,5,1,4,Oberkörper
EX000409,Medizinball-Pass aus Rückenlage,TRICEPS,Trizeps,secondary,3,1,3,Oberkörper
EX000409,Medizinball-Pass aus Rückenlage,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000410,Medizinball-Rückwärtswurf über Kopf,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000410,Medizinball-Rückwärtswurf über Kopf,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000410,Medizinball-Rückwärtswurf über Kopf,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000410,Medizinball-Rückwärtswurf über Kopf,ERECTORS,Rückenstrecker,secondary,3,3,4,Rumpf
EX000410,Medizinball-Rückwärtswurf über Kopf,TRAPS,Trapezmuskel,secondary,2,4,3,Oberkörper
EX000410,Medizinball-Rückwärtswurf über Kopf,TRICEPS,Trizeps,secondary,2,5,3,Oberkörper
EX000411,Medizinball-Slam,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000411,Medizinball-Slam,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000411,Medizinball-Slam,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000411,Medizinball-Slam,TRICEPS,Trizeps,secondary,3,3,3,Oberkörper
EX000411,Medizinball-Slam,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000411,Medizinball-Slam,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000412,Medizinball-Überkopfwurf nach vorn,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000412,Medizinball-Überkopfwurf nach vorn,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000412,Medizinball-Überkopfwurf nach vorn,TRICEPS,Trizeps,secondary,3,2,3,Oberkörper
EX000412,Medizinball-Überkopfwurf nach vorn,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000412,Medizinball-Überkopfwurf nach vorn,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000412,Medizinball-Überkopfwurf nach vorn,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000413,Mehrfach-Hürdensprünge,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000413,Mehrfach-Hürdensprünge,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000413,Mehrfach-Hürdensprünge,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000413,Mehrfach-Hürdensprünge,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000414,Mehrfach-Weitsprünge,GLUTES,Gesässmuskulatur,primary,5,1,5,Unterkörper
EX000414,Mehrfach-Weitsprünge,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000414,Mehrfach-Weitsprünge,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,2,4,Unterkörper
EX000414,Mehrfach-Weitsprünge,CALVES,Wadenmuskulatur,secondary,3,3,3,Unterkörper
EX000414,Mehrfach-Weitsprünge,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000415,Plyometrischer Liegestütz auf Boxen,CHEST,Brustmuskulatur,primary,5,1,4,Oberkörper
EX000415,Plyometrischer Liegestütz auf Boxen,TRICEPS,Trizeps,secondary,3,1,3,Oberkörper
EX000415,Plyometrischer Liegestütz auf Boxen,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000415,Plyometrischer Liegestütz auf Boxen,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000415,Plyometrischer Liegestütz auf Boxen,SERRATUS,Sägemuskel,secondary,2,4,2,Oberkörper
EX000416,Pogo Jumps einbeinig,CALVES,Wadenmuskulatur,primary,5,1,3,Unterkörper
EX000416,Pogo Jumps einbeinig,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000416,Pogo Jumps einbeinig,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000416,Pogo Jumps einbeinig,TIBIALIS,Schienbeinmuskel,secondary,3,3,1,Unterkörper
EX000417,Rotations-Slam mit Medizinball,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000417,Rotations-Slam mit Medizinball,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000417,Rotations-Slam mit Medizinball,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000417,Rotations-Slam mit Medizinball,GLUTES,Gesässmuskulatur,secondary,3,3,5,Unterkörper
EX000417,Rotations-Slam mit Medizinball,TRICEPS,Trizeps,secondary,2,4,3,Oberkörper
EX000418,Rotationswurf mit Medizinball gegen die Wand,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000418,Rotationswurf mit Medizinball gegen die Wand,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000418,Rotationswurf mit Medizinball gegen die Wand,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000418,Rotationswurf mit Medizinball gegen die Wand,CHEST,Brustmuskulatur,secondary,3,3,4,Oberkörper
EX000418,Rotationswurf mit Medizinball gegen die Wand,FRONT_DELTS,Vordere Schulter,secondary,2,4,2,Oberkörper
EX000419,Seitliche Bounds,GLUTES,Gesässmuskulatur,primary,5,1,5,Unterkörper
EX000419,Seitliche Bounds,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000419,Seitliche Bounds,ABDUCTORS,Hüftabduktoren,secondary,3,2,3,Unterkörper
EX000419,Seitliche Bounds,ADDUCTORS,Adduktoren,secondary,3,3,4,Unterkörper
EX000419,Seitliche Bounds,CALVES,Wadenmuskulatur,secondary,2,4,3,Unterkörper
EX000420,Seitliche Pogo Jumps,CALVES,Wadenmuskulatur,primary,5,1,3,Unterkörper
EX000420,Seitliche Pogo Jumps,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000420,Seitliche Pogo Jumps,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000420,Seitliche Pogo Jumps,ABDUCTORS,Hüftabduktoren,secondary,3,3,3,Unterkörper
EX000421,Seitlicher Box Jump,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX000421,Seitlicher Box Jump,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX000421,Seitlicher Box Jump,ABDUCTORS,Hüftabduktoren,secondary,3,2,3,Unterkörper
EX000421,Seitlicher Box Jump,ADDUCTORS,Adduktoren,secondary,3,3,4,Unterkörper
EX000421,Seitlicher Box Jump,CALVES,Wadenmuskulatur,secondary,2,4,3,Unterkörper
EX000422,Shot-Put-Wurf mit Medizinball,CHEST,Brustmuskulatur,primary,5,1,4,Oberkörper
EX000422,Shot-Put-Wurf mit Medizinball,TRICEPS,Trizeps,secondary,3,1,3,Oberkörper
EX000422,Shot-Put-Wurf mit Medizinball,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000422,Shot-Put-Wurf mit Medizinball,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000422,Shot-Put-Wurf mit Medizinball,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000423,Skater Jump,GLUTES,Gesässmuskulatur,primary,5,1,5,Unterkörper
